,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,91,92,94
0,2293.0078429939085,2017.3203429939088,1350.3203429939088,1914.2734679939088,3875.3203429939085,1839.1172179939088,2256.0859679939085,2325.0703429939085,4226.9765929939085,1940.4609679939088,3344.5703429939085,4787.5234679939085,3860.0703429939085,3548.0078429939085,2780.3828429939085,1863.0859679939088,1364.2265929939088,2925.9140929939085,911.5859679939088,1645.0859679939088,2197.8047179939085,3647.0547179939085,4803.1328429939085,2685.5390929939085,4657.5390929939085,3614.6015929939085,1581.2578429939088,2717.4609679939085,2275.4140929939085,4578.5859679939085,2346.1953429939085,1311.4922179939088,3638.5859679939085,3274.4453429939085,1954.3047179939088,3289.8203429939085,3306.4453429939085,2089.5078429939085,2948.9453429939085,1672.0703429939088,2150.9453429939085,1073.1015929939088,4316.6640929939085,4559.4765929939085,3969.3984679939085,4693.0078429939085,2957.7890929939085,2414.4765929939085,2276.5078429939085,4519.5859679939085,1417.2578429939088,2779.1953429939085,2899.9453429939085,1291.2578429939088,1597.1172179939088,1897.5390929939088,4674.9297179939085,3535.7422179939085,4624.5547179939085,2816.2578429939085,2774.7109679939085,5822.0390929939085,2410.6328429939085,3983.9765929939085,3241.5703429939085,2623.9609679939085,3629.3515929939085,4765.4765929939085,4553.3203429939085,4549.1640929939085,3335.8515929939085,2439.8359679939085,742.4140929939088,3302.5078429939085,1342.6172179939088
1,2307.4297179939085,2054.5078429939085,1441.3047179939088,1935.3984679939088,3888.2890929939085,1816.7109679939088,2183.9765929939085,2380.7422179939085,4293.4922179939085,1900.7734679939088,3359.3984679939085,4751.1640929939085,3831.3203429939085,3468.3828429939085,2821.6797179939085,1898.4297179939088,3073.9922179939085,2956.1015929939085,916.4453429939088,1625.2734679939088,2247.1953429939085,3716.7578429939085,4813.0390929939085,2538.5547179939085,4654.2265929939085,3532.1640929939085,1575.3359679939088,2717.7265929939085,2338.7422179939085,4532.2578429939085,3113.8203429939085,1378.1797179939088,3600.4297179939085,3231.3515929939085,2028.9453429939088,3278.8515929939085,3267.6172179939085,2052.8672179939085,3046.6797179939085,1697.8672179939088,2216.8828429939085,2296.6172179939085,4406.6328429939085,4693.3672179939085,3972.8672179939085,4601.2578429939085,2967.7109679939085,2325.8515929939085,2288.4609679939085,4450.4609679939085,1339.2109679939088,2735.7265929939085,2934.2890929939085,1316.2265929939088,527.0547179939088,1882.6640929939088,4611.8047179939085,3534.1953429939085,4609.5703429939085,2861.3515929939085,2967.9453429939085,5817.1172179939085,2400.7109679939085,4043.4297179939085,3282.9609679939085,2806.5078429939085,3649.2422179939085,4766.4609679939085,4651.7422179939085,4453.0859679939085,3371.4765929939085,2474.3203429939085,751.7422179939088,3329.5547179939085,1335.7734679939088
2,2266.1797179939085,2046.1640929939088,1456.9609679939088,1737.7734679939088,3940.8672179939085,1806.5078429939088,2288.2109679939085,2379.4297179939085,4288.7890929939085,1937.7422179939088,3389.0859679939085,4834.8984679939085,3894.1953429939085,3556.3515929939085,2834.1484679939085,1943.4140929939088,1254.2109679939088,2982.7734679939085,894.4922179939088,1609.2578429939088,2202.3515929939085,3648.5078429939085,4903.1953429939085,2368.7422179939085,4693.8672179939085,3630.1015929939085,1572.8203429939088,2658.6328429939085,2303.1640929939085,4544.8984679939085,2389.3828429939085,1360.7265929939088,3655.7578429939085,3345.3672179939085,2870.6640929939085,3367.1640929939085,3303.6797179939085,2163.6797179939085,2958.2890929939085,1668.6328429939088,2176.4922179939085,2236.1172179939085,4174.6953429939085,4711.8047179939085,3908.7734679939085,4638.7734679939085,2980.2578429939085,2474.1328429939085,2272.9609679939085,4530.2578429939085,1443.3984679939088,2688.9609679939085,2896.3672179939085,1358.6015929939088,778.6797179939088,1889.1484679939088,4668.1797179939085,3615.6172179939085,4659.3359679939085,2899.6328429939085,2913.6484679939085,5860.9453429939085,2388.9297179939085,3949.7890929939085,3187.8047179939085,2805.9453429939085,3680.9765929939085,4704.8984679939085,4605.7890929939085,4541.3828429939085,3461.5859679939085,2422.1328429939085,764.7422179939088,3239.0547179939085,1316.0390929939088
3,2299.1640929939085,2070.0547179939085,1392.6484679939088,1987.5859679939088,3970.5078429939085,1871.7734679939088,2262.3515929939085,2336.7890929939085,4321.1172179939085,1917.5234679939088,3308.2734679939085,4808.6640929939085,3967.4453429939085,3586.3828429939085,2831.4453429939085,1919.6953429939088,3020.4922179939085,3015.3984679939085,934.7578429939088,1645.8047179939088,2244.3515929939085,3713.4765929939085,4878.5703429939085,2699.9609679939085,4729.2890929939085,3531.7578429939085,1464.1328429939088,2748.8828429939085,2277.2578429939085,4572.8359679939085,2335.9765929939085,1390.2109679939088,3616.4297179939085,3311.3672179939085,2005.9297179939088,3321.9765929939085,3435.5703429939085,2118.7422179939085,2955.1328429939085,1791.5859679939088,2280.1328429939085,2285.6172179939085,4283.7422179939085,4620.3359679939085,3931.1172179939085,4653.0234679939085,3036.9453429939085,2380.6172179939085,2303.1484679939085,4592.6953429939085,1350.0234679939088,2750.7578429939085,2951.6328429939085,1387.6797179939088,1637.1328429939088,1893.0703429939088,4721.8828429939085,3572.5859679939085,4580.9453429939085,2911.5390929939085,2917.0234679939085,5962.4922179939085,2458.3203429939085,4018.2265929939085,3223.3672179939085,2794.3672179939085,3707.0234679939085,4772.8515929939085,4671.2890929939085,4489.6953429939085,3405.5234679939085,2487.9922179939085,723.4922179939088,3333.5859679939085,1371.0078429939088
4,2322.6640929939085,2011.4609679939088,1412.0234679939088,1933.9765929939088,3844.2422179939085,1829.4609679939088,2294.9297179939085,2411.6797179939085,4304.9922179939085,1988.3203429939088,3365.9453429939085,4773.3515929939085,3864.5703429939085,3585.6640929939085,2835.3047179939085,1950.9453429939088,3131.2109679939085,2911.5234679939085,966.6953429939088,1664.2890929939088,2195.1172179939085,3698.9297179939085,4909.6640929939085,2604.7109679939085,4715.9922179939085,3604.4297179939085,1604.0859679939088,2761.7109679939085,2367.2890929939085,4662.8984679939085,2756.1797179939085,1379.3359679939088,3661.3047179939085,3321.4609679939085,2894.1953429939085,3284.3359679939085,3285.0859679939085,2100.0547179939085,2986.6484679939085,1743.7734679939088,2202.8047179939085,2249.0234679939085,4402.5234679939085,4753.7890929939085,3959.3047179939085,4600.4453429939085,3060.7890929939085,2382.5703429939085,2332.8203429939085,4425.8359679939085,1393.0390929939088,2698.4453429939085,2831.5390929939085,1349.2422179939088,1670.8672179939088,1849.4765929939088,4683.3672179939085,3612.7890929939085,4603.7578429939085,2928.2265929939085,2956.7734679939085,5876.1797179939085,2465.8672179939085,3974.0859679939085,3277.5547179939085,2751.9297179939085,3704.2109679939085,4794.7890929939085,4678.2890929939085,4481.0859679939085,3378.2578429939085,2473.4140929939085,806.1484679939088,3344.4922179939085,1400.8828429939088
5,2239.5859679939085,2034.7109679939088,1441.6172179939088,1926.8828429939088,3862.8515929939085,1792.0390929939088,2287.6797179939085,2349.2734679939085,4247.8203429939085,1912.4297179939088,3371.7265929939085,4841.3359679939085,3885.4765929939085,3563.9765929939085,2814.9922179939085,1952.5547179939088,1278.1328429939088,2978.5234679939085,967.6328429939088,1648.3515929939088,2262.2109679939085,3690.3828429939085,4909.9297179939085,2677.8515929939085,4723.2265929939085,3583.8203429939085,1475.4453429939088,2755.8828429939085,4683.5703429939085,4583.6640929939085,2348.0703429939085,1433.4453429939088,3639.1484679939085,3251.2265929939085,2919.6797179939085,3292.6797179939085,3248.6953429939085,2145.9922179939085,3077.4922179939085,1708.0547179939088,2160.3203429939085,2260.3047179939085,4351.5390929939085,4724.6484679939085,3912.1172179939085,4565.5859679939085,3099.0390929939085,2366.6172179939085,2319.9609679939085,4506.6172179939085,1453.7422179939088,2761.1015929939085,2976.0859679939085,1395.9297179939088,1664.0703429939088,1866.0078429939088,4664.1797179939085,3619.4922179939085,4621.1797179939085,2775.8828429939085,2914.8828429939085,5849.6015929939085,2487.0703429939085,4014.4453429939085,3247.7578429939085,2774.5234679939085,3778.2578429939085,4823.7109679939085,4655.5547179939085,4505.7734679939085,3238.6640929939085,2453.5859679939085,723.3515929939088,3367.7734679939085,1355.1953429939088
6,2346.4453429939085,2076.6328429939085,1483.9922179939088,1931.1328429939088,3895.8984679939085,1801.7265929939088,2294.4140929939085,2354.0547179939085,4315.6640929939085,1943.9609679939088,3359.0390929939085,4832.4140929939085,3901.9765929939085,3464.1328429939085,2807.1797179939085,1981.6172179939088,3101.8984679939085,2957.6797179939085,932.8203429939088,1611.1953429939088,2235.3515929939085,3681.8984679939085,4853.5390929939085,2602.4609679939085,4679.8047179939085,3614.0078429939085,1598.8359679939088,2759.0078429939085,2344.9453429939085,4590.2265929939085,2337.7422179939085,1341.0390929939088,3644.3984679939085,3349.9609679939085,2906.8828429939085,3277.9140929939085,3296.1015929939085,2084.6172179939085,3012.8047179939085,1677.3672179939088,2160.7890929939085,2254.9140929939085,4320.1797179939085,4746.7734679939085,3906.2265929939085,4665.1172179939085,2932.2890929939085,2362.4765929939085,2368.6797179939085,4401.4609679939085,1561.6484679939088,2699.7109679939085,2979.8672179939085,1362.2734679939088,1674.6797179939088,1913.6640929939088,4569.5390929939085,3552.1797179939085,4603.8359679939085,2871.5703429939085,2946.0078429939085,5936.3203429939085,2486.6015929939085,4024.3359679939085,3203.8984679939085,2756.5547179939085,3602.5547179939085,4780.9609679939085,4595.1172179939085,4479.4609679939085,3333.0234679939085,2435.8359679939085,720.1953429939088,3282.7734679939085,1394.7734679939088
7,2314.2265929939085,2051.6797179939085,1409.6328429939088,1998.6015929939088,3819.9297179939085,1745.2734679939088,2262.8515929939085,2366.2734679939085,4287.7890929939085,2015.8203429939088,3394.2265929939085,4766.6484679939085,3914.8203429939085,3541.6484679939085,2818.6328429939085,1936.7109679939088,3101.6172179939085,3001.9140929939085,915.9453429939088,1682.0859679939088,2195.8047179939085,3680.7109679939085,4893.5078429939085,2633.0234679939085,4694.0703429939085,3485.1328429939085,1486.8984679939088,2719.7890929939085,2391.6953429939085,4584.8828429939085,2296.5234679939085,1373.2109679939088,3632.7265929939085,3287.9609679939085,2317.4609679939085,3324.5390929939085,3375.4297179939085,2100.0547179939085,3145.7890929939085,1662.3828429939088,2215.8047179939085,2218.8984679939085,4437.0859679939085,4706.4922179939085,3859.9922179939085,4505.0859679939085,3004.3984679939085,2406.6015929939085,2331.9765929939085,4535.4297179939085,1389.0078429939088,2739.6640929939085,2943.2734679939085,1377.6484679939088,673.8359679939088,1896.4140929939088,4622.8984679939085,3562.4140929939085,4507.5547179939085,2877.3359679939085,2953.8047179939085,5811.1328429939085,2466.3515929939085,4056.0078429939085,3266.1640929939085,2802.2734679939085,3683.9922179939085,4774.5390929939085,4605.9922179939085,4446.3672179939085,3266.0547179939085,2446.4765929939085,764.1484679939088,3290.9765929939085,1423.3203429939088
8,2312.9765929939085,2082.9453429939085,1427.8672179939088,1985.2734679939088,3950.3672179939085,1855.7422179939088,2300.7578429939085,2349.0234679939085,4291.8515929939085,1997.0859679939088,3313.6172179939085,4857.1172179939085,3844.4609679939085,3528.7734679939085,2779.6953429939085,1924.5703429939088,3097.7109679939085,3053.1640929939085,954.3828429939088,1626.7422179939088,2212.4765929939085,3691.1015929939085,4989.7265929939085,2689.2265929939085,4683.5390929939085,3542.3984679939085,1576.7265929939088,2779.4453429939085,2358.8984679939085,4535.9453429939085,2839.7734679939085,1388.3047179939088,3669.6328429939085,3387.3672179939085,2627.8047179939085,3321.2734679939085,3359.5859679939085,2193.3359679939085,3103.2265929939085,1695.8359679939088,2279.3828429939085,2312.3984679939085,4381.5390929939085,4690.6640929939085,3993.5547179939085,4673.3672179939085,3061.9297179939085,2433.2265929939085,2235.3672179939085,4479.2422179939085,1398.1484679939088,2827.2422179939085,2964.0234679939085,1328.6328429939088,680.3672179939088,1920.6172179939088,4699.9922179939085,3574.8047179939085,4562.3984679939085,2937.1797179939085,2902.1953429939085,5904.0703429939085,2474.8672179939085,4082.8984679939085,3240.2578429939085,2782.9297179939085,3617.6640929939085,4739.5234679939085,4586.3359679939085,4493.1797179939085,3327.0547179939085,2427.9297179939085,755.5078429939088,3305.8672179939085,1404.4765929939088
