,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,91,92,94
0,2309.9034984900027,1950.1691234900027,1386.6378734900027,1932.1534984900027,3890.1378734900027,1691.7316234900027,2212.4659984900027,2341.7003734900027,4314.512873490003,1945.7316234900027,3372.1534984900027,4772.215998490003,3815.4191234900027,3588.0753734900027,2738.0597484900027,1838.7472484900027,1264.4503734900027,2930.9503734900027,905.3566234900027,1605.0441234900027,2170.2159984900027,3653.9659984900027,4813.340998490003,2610.0753734900027,4712.028498490003,3567.7784984900027,1588.3253734900027,2695.1378734900027,2119.1378734900027,4556.184748490003,2335.5753734900027,1379.5441234900027,3595.6847484900027,3246.3722484900027,1970.4816234900027,3340.8878734900027,3237.8097484900027,2020.4816234900027,2965.2472484900027,1674.2472484900027,2130.3253734900027,2277.2784984900027,4317.215998490003,4642.387873490003,3867.3722484900027,4569.622248490003,2957.7472484900027,2320.2472484900027,2268.5597484900027,4390.794123490003,1448.7628734900027,2656.0909984900027,529.9659984900027,1093.3878734900027,2871.3878734900027,1328.9034984900027,1578.6066234900027,1864.8878734900027,4611.356623490003,3580.7628734900027,4649.262873490003,2851.6378734900027,2864.9503734900027,5818.434748490003,2389.0597484900027,4012.3253734900027,3267.4659984900027,2763.4034984900027,3590.3878734900027,4751.340998490003,4656.637873490003,4490.684748490003,3345.8253734900027,2331.3409984900027,795.9347484900027,3387.2159984900027,1286.6066234900027
1,2326.4972484900027,2048.0753734900027,1358.5128734900027,1770.2784984900027,3894.4816234900027,1795.8878734900027,2232.2159984900027,2370.5441234900027,4314.981623490003,1853.6691234900027,3308.5128734900027,4791.450373490003,3887.4972484900027,3573.7159984900027,2783.5753734900027,1880.6847484900027,1298.5909984900027,2985.9659984900027,915.0441234900027,1603.5753734900027,2188.1066234900027,3593.0128734900027,4899.575373490003,2646.8097484900027,4619.794123490003,3536.7159984900027,1538.4191234900027,2726.4034984900027,2190.5284984900027,4554.028498490003,2338.6222484900027,1357.5909984900027,3630.2628734900027,3281.0128734900027,2521.6378734900027,3347.0128734900027,3210.3409984900027,2085.1222484900027,3025.8722484900027,1670.0753734900027,2151.2159984900027,2140.7628734900027,4277.137873490003,4605.606623490003,3951.9972484900027,4498.122248490003,2976.7316234900027,2364.5128734900027,2212.9816234900027,4462.637873490003,1331.7628734900027,2698.5909984900027,681.8253734900027,1089.1378734900027,2915.1378734900027,1274.8566234900027,593.3566234900027,1883.3097484900027,4608.559748490003,3510.9191234900027,4583.434748490003,2803.0753734900027,2952.0128734900027,5926.981623490003,2387.9659984900027,4035.4972484900027,3153.1066234900027,2737.7941234900027,3684.8878734900027,4733.731623490003,4556.465998490003,4438.012873490003,3286.2003734900027,2368.0597484900027,784.4191234900027,3339.0128734900027,1339.1378734900027
2,2280.4972484900027,2056.0284984900027,1373.5597484900027,1748.0441234900027,3842.3566234900027,1885.1378734900027,2271.1222484900027,2316.9191234900027,4310.512873490003,1887.0597484900027,3345.1066234900027,4786.747248490003,3826.9191234900027,3565.4972484900027,2756.0284984900027,1785.3566234900027,1313.0597484900027,3028.8253734900027,916.6222484900027,1615.1378734900027,2183.5441234900027,3683.9816234900027,4904.028498490003,2591.3566234900027,4691.794123490003,3528.3409984900027,1294.1691234900027,2691.0909984900027,2171.6066234900027,4513.512873490003,2284.2316234900027,1352.4347484900027,3653.9347484900027,3273.0128734900027,2909.5909984900027,3399.4659984900027,3319.1847484900027,2014.2316234900027,3003.9659984900027,1586.5909984900027,2163.6691234900027,2285.1847484900027,4208.247248490003,4628.747248490003,3954.7003734900027,4637.340998490003,2947.3878734900027,2296.4816234900027,2302.3253734900027,4536.122248490003,1486.2628734900027,2680.8878734900027,,,2891.8097484900027,1288.0909984900027,1544.4191234900027,1858.7472484900027,4665.262873490003,3536.9816234900027,4646.215998490003,2856.7159984900027,2966.7003734900027,5850.700373490003,2330.7472484900027,4014.3409984900027,3166.4034984900027,2736.2628734900027,3719.7472484900027,4781.231623490003,4576.075373490003,4483.278498490003,3407.9347484900027,2391.2003734900027,787.0909984900027,3330.7784984900027,1302.4191234900027
3,2270.4034984900027,2017.3722484900027,1369.5753734900027,1908.6222484900027,3916.8566234900027,1760.1847484900027,2242.9659984900027,2310.8097484900027,4316.497248490003,1882.0597484900027,3313.3878734900027,4727.919123490003,3868.4816234900027,3551.8566234900027,2718.7316234900027,1848.3409984900027,3066.8253734900027,2995.3253734900027,891.9191234900027,1607.0128734900027,2223.3409984900027,3680.0284984900027,4839.856623490003,2598.0284984900027,4614.231623490003,3562.6691234900027,1534.5284984900027,2722.7628734900027,4609.856623490003,4529.153498490003,2765.4347484900027,1355.3253734900027,3569.8878734900027,3310.1847484900027,1969.6691234900027,3232.4659984900027,3152.9659984900027,1978.7472484900027,2983.0597484900027,1697.0909984900027,2230.0753734900027,2282.1378734900027,4371.840998490003,4653.856623490003,3828.5909984900027,4591.512873490003,3034.2784984900027,2259.4034984900027,2152.1222484900027,4507.106623490003,1356.6222484900027,2641.7784984900027,,,2897.1222484900027,1277.2941234900027,1530.4503734900027,1836.8409984900027,4703.575373490003,3520.0284984900027,4612.387873490003,2716.9503734900027,2936.6691234900027,5781.247248490003,2360.0597484900027,4022.4659984900027,3245.9347484900027,2715.4034984900027,3546.8097484900027,4766.215998490003,4619.715998490003,4464.106623490003,3382.4659984900027,2344.1222484900027,739.6847484900027,3341.7472484900027,1335.3722484900027
4,2249.6847484900027,2056.9191234900027,1280.7003734900027,1712.8097484900027,3790.6534984900027,1805.7003734900027,2200.0284984900027,2342.7003734900027,4230.887873490003,1905.2472484900027,3296.7784984900027,4749.669123490003,3783.5753734900027,3482.9503734900027,2753.7159984900027,1814.5597484900027,2976.7316234900027,2928.5441234900027,882.9659984900027,1625.1534984900027,2221.3722484900027,3655.9191234900027,4950.231623490003,2588.8878734900027,4600.028498490003,3530.9191234900027,1509.1847484900027,2767.0753734900027,2145.4816234900027,4595.887873490003,2248.5441234900027,1367.7316234900027,3567.4191234900027,3268.7784984900027,1907.7628734900027,3268.0753734900027,3310.1378734900027,2049.7784984900027,3037.5909984900027,1726.4503734900027,2155.1222484900027,2245.5128734900027,4279.122248490003,4565.481623490003,3912.2316234900027,4591.481623490003,2933.8566234900027,2366.7941234900027,2202.5597484900027,4494.715998490003,1186.9503734900027,2674.3409984900027,,,2841.6066234900027,1264.2003734900027,544.8878734900027,1858.9034984900027,4611.153498490003,3477.3409984900027,4539.262873490003,2732.6691234900027,2900.6534984900027,5888.012873490003,2401.6378734900027,3981.3878734900027,3129.4191234900027,2791.3722484900027,3565.6378734900027,4687.544123490003,4644.137873490003,4469.372248490003,3367.7784984900027,2375.4347484900027,781.5128734900027,3315.7316234900027,1267.2003734900027
5,2263.3253734900027,2004.3566234900027,1366.9503734900027,1760.3878734900027,3850.6847484900027,1821.3566234900027,2174.8097484900027,2221.0753734900027,4295.856623490003,1893.8722484900027,3293.4816234900027,4681.309748490003,3821.1847484900027,3517.9972484900027,2766.0597484900027,1847.6691234900027,1259.2784984900027,2889.9034984900027,905.3566234900027,1623.3566234900027,2189.1222484900027,3640.3878734900027,4853.950373490003,2661.1066234900027,4649.356623490003,3580.3878734900027,1462.9503734900027,2713.2628734900027,2160.0909984900027,4508.012873490003,2318.7159984900027,1286.1066234900027,3590.3722484900027,3232.1066234900027,2002.4659984900027,3185.4816234900027,3311.1378734900027,2044.4816234900027,2953.0284984900027,1615.1378734900027,2151.5753734900027,2195.7003734900027,4263.465998490003,4667.934748490003,3954.0441234900027,4627.231623490003,3006.0753734900027,2389.3722484900027,2261.4034984900027,4530.747248490003,1242.9347484900027,2657.2628734900027,,,2863.4659984900027,1308.8253734900027,480.4972484900027,1867.7472484900027,4645.778498490003,3504.0753734900027,4560.184748490003,2845.1066234900027,2903.1847484900027,5825.106623490003,2411.2472484900027,4029.0909984900027,3167.4191234900027,2766.9659984900027,3530.6378734900027,4684.294123490003,4648.309748490003,4427.669123490003,3255.8722484900027,2424.8409984900027,767.9972484900027,3257.6691234900027,1345.6222484900027
6,2310.7941234900027,2042.4191234900027,1385.0441234900027,1910.0909984900027,3898.0128734900027,1825.2784984900027,2210.2628734900027,2355.0284984900027,4250.137873490003,1861.5753734900027,3297.6691234900027,4776.325373490003,3894.5128734900027,3522.4659984900027,2809.8253734900027,1841.7316234900027,3072.4503734900027,2965.8722484900027,896.0753734900027,1587.2003734900027,2210.4034984900027,3692.4347484900027,4834.075373490003,2693.1066234900027,4580.887873490003,3560.1534984900027,1587.9191234900027,2689.5441234900027,2177.2784984900027,4637.215998490003,2271.3097484900027,1335.6066234900027,3662.5909984900027,3290.2003734900027,2856.9191234900027,3257.2472484900027,3304.7628734900027,2081.2472484900027,2979.5753734900027,1600.8253734900027,2106.0753734900027,2207.8878734900027,4357.778498490003,4685.403498490003,3824.4659984900027,4517.044123490003,2946.1534984900027,2326.6378734900027,2342.6066234900027,4425.403498490003,1350.8253734900027,2732.0597484900027,,,2877.7316234900027,1282.9503734900027,601.2628734900027,1859.9816234900027,4688.169123490003,3525.5128734900027,4602.169123490003,2789.1378734900027,2934.9659984900027,5817.106623490003,2414.9191234900027,4048.2159984900027,3166.3878734900027,2674.8722484900027,3635.3253734900027,4727.559748490003,4575.356623490003,4475.512873490003,3390.9659984900027,2365.8878734900027,719.2784984900027,3324.9347484900027,1319.9972484900027
7,2330.0753734900027,2034.2472484900027,1364.8722484900027,1971.8878734900027,3917.9816234900027,1807.7472484900027,2151.1847484900027,2305.0909984900027,4243.653498490003,1913.2316234900027,3401.2003734900027,4850.575373490003,3839.2941234900027,3556.1222484900027,2773.3253734900027,1900.4816234900027,3117.8253734900027,2944.7784984900027,918.5284984900027,1633.1847484900027,2196.9816234900027,3677.0753734900027,4945.122248490003,2636.8566234900027,4577.934748490003,3598.0909984900027,1437.6847484900027,2775.9191234900027,2185.5753734900027,4611.325373490003,2885.3253734900027,1311.7784984900027,3683.7316234900027,3308.8566234900027,2835.5128734900027,3295.9816234900027,3348.9191234900027,2129.6534984900027,2895.9816234900027,1678.9816234900027,2110.1847484900027,2214.6378734900027,4345.200373490003,4609.622248490003,3878.2003734900027,4626.200373490003,3025.6066234900027,2376.7472484900027,2252.9972484900027,4489.590998490003,1401.1847484900027,2708.7628734900027,,,2948.8253734900027,1332.8722484900027,1580.0909984900027,1890.9503734900027,4610.606623490003,3605.1534984900027,4467.044123490003,2806.1847484900027,2967.3253734900027,5857.387873490003,2388.1222484900027,3970.6847484900027,3190.5441234900027,2686.9816234900027,3623.0441234900027,4847.044123490003,4606.481623490003,4449.887873490003,3352.2784984900027,2373.9503734900027,761.8566234900027,3322.0441234900027,1295.3097484900027
8,2361.8878734900027,2027.7941234900027,1419.9347484900027,2292.3097484900027,3900.2159984900027,1847.4816234900027,2228.1066234900027,2362.5597484900027,4275.965998490003,1901.1066234900027,3307.3722484900027,4874.184748490003,3961.2159984900027,3510.4503734900027,2782.9972484900027,1882.7003734900027,1231.8566234900027,2979.8566234900027,918.8722484900027,1614.2941234900027,2217.6066234900027,3775.0284984900027,4983.184748490003,2690.6534984900027,4695.169123490003,3563.7316234900027,1609.4659984900027,2721.3253734900027,4783.653498490003,4551.809748490003,2399.2784984900027,1324.8409984900027,3613.3097484900027,3251.9503734900027,1917.5909984900027,3416.7472484900027,3378.4034984900027,2036.3253734900027,3074.7003734900027,1681.6847484900027,2171.2472484900027,2282.7941234900027,4386.044123490003,4633.840998490003,3964.7784984900027,4545.450373490003,3027.2628734900027,2363.2472484900027,2224.5909984900027,4403.778498490003,1409.5597484900027,2675.7941234900027,,,2811.0441234900027,1299.9972484900027,907.3409984900027,1879.4034984900027,4696.731623490003,3578.9659984900027,4570.872248490003,2794.0128734900027,2938.1378734900027,5950.606623490003,2406.0597484900027,4093.9816234900027,3198.1847484900027,2772.6222484900027,3623.9972484900027,4797.137873490003,4674.637873490003,4541.372248490003,3435.7628734900027,2386.6847484900027,777.3409984900027,3261.6378734900027,1260.2941234900027
